experiment,seed_dir,coverage,present,required
Exp01_CircleBoundary,Exp01_CircleBoundary/seed_01,0.917,11,12
Exp01_CircleBoundary,Exp01_CircleBoundary/seed_02,0.917,11,12
Exp01_CircleBoundary,Exp01_CircleBoundary/seed_03,0.917,11,12
Exp01_CircleBoundary,Exp01_CircleBoundary/seed_04,0.917,11,12
Exp01_CircleBoundary,Exp01_CircleBoundary/seed_05,0.917,11,12
Exp01_CircleBoundary,Exp01_CircleBoundary/seed_06,0.917,11,12
Exp01_CircleBoundary,Exp01_CircleBoundary/seed_07,0.917,11,12
Exp01_CircleBoundary,Exp01_CircleBoundary/seed_08,0.917,11,12
Exp01_CircleBoundary,Exp01_CircleBoundary/seed_09,0.917,11,12
Exp01_CircleBoundary,Exp01_CircleBoundary/seed_10,0.917,11,12
Exp01_CircleBoundary,Exp01_CircleBoundary/seed_11,0.917,11,12
Exp01_CircleBoundary,Exp01_CircleBoundary/seed_12,0.917,11,12
Exp01_CircleBoundary,Exp01_CircleBoundary/seed_13,0.917,11,12
Exp01_CircleBoundary,Exp01_CircleBoundary/seed_14,0.917,11,12
Exp01_CircleBoundary,Exp01_CircleBoundary/seed_15,0.917,11,12
Exp01_CircleBoundary,Exp01_CircleBoundary/seed_16,0.917,11,12
Exp01_CircleBoundary,Exp01_CircleBoundary/seed_17,0.917,11,12
Exp01_CircleBoundary,Exp01_CircleBoundary/seed_18,0.917,11,12
Exp01_CircleBoundary,Exp01_CircleBoundary/seed_19,0.917,11,12
Exp01_CircleBoundary,Exp01_CircleBoundary/seed_20,0.917,11,12
Exp01_CircleBoundary,Exp01_CircleBoundary/seed_21,0.917,11,12
Exp01_CircleBoundary,Exp01_CircleBoundary/seed_22,0.917,11,12
Exp01_CircleBoundary,Exp01_CircleBoundary/seed_23,0.917,11,12
Exp01_CircleBoundary,Exp01_CircleBoundary/seed_24,0.917,11,12
Exp01_CircleBoundary,Exp01_CircleBoundary/seed_25,0.917,11,12
Exp01_CircleBoundary,Exp01_CircleBoundary/seed_26,0.917,11,12
Exp01_CircleBoundary,Exp01_CircleBoundary/seed_27,0.917,11,12
Exp01_CircleBoundary,Exp01_CircleBoundary/seed_28,0.917,11,12
Exp01_CircleBoundary,Exp01_CircleBoundary/seed_29,0.917,11,12
Exp01_CircleBoundary,Exp01_CircleBoundary/seed_30,0.917,11,12
Exp02_PiArea,Exp02_PiArea/seed_01,1.000,12,12
Exp02_PiArea,Exp02_PiArea/seed_02,1.000,12,12
Exp02_PiArea,Exp02_PiArea/seed_03,1.000,12,12
Exp02_PiArea,Exp02_PiArea/seed_04,1.000,12,12
Exp02_PiArea,Exp02_PiArea/seed_05,1.000,12,12
Exp02_PiArea,Exp02_PiArea/seed_06,1.000,12,12
Exp02_PiArea,Exp02_PiArea/seed_07,1.000,12,12
Exp02_PiArea,Exp02_PiArea/seed_08,1.000,12,12
Exp02_PiArea,Exp02_PiArea/seed_09,1.000,12,12
Exp02_PiArea,Exp02_PiArea/seed_10,1.000,12,12
Exp02_PiArea,Exp02_PiArea/seed_11,1.000,12,12
Exp02_PiArea,Exp02_PiArea/seed_12,1.000,12,12
Exp02_PiArea,Exp02_PiArea/seed_13,1.000,12,12
Exp02_PiArea,Exp02_PiArea/seed_14,1.000,12,12
Exp02_PiArea,Exp02_PiArea/seed_15,1.000,12,12
Exp02_PiArea,Exp02_PiArea/seed_16,1.000,12,12
Exp02_PiArea,Exp02_PiArea/seed_17,1.000,12,12
Exp02_PiArea,Exp02_PiArea/seed_18,1.000,12,12
Exp02_PiArea,Exp02_PiArea/seed_19,1.000,12,12
Exp02_PiArea,Exp02_PiArea/seed_20,1.000,12,12
Exp02_PiArea,Exp02_PiArea/seed_21,1.000,12,12
Exp02_PiArea,Exp02_PiArea/seed_22,1.000,12,12
Exp02_PiArea,Exp02_PiArea/seed_23,1.000,12,12
Exp02_PiArea,Exp02_PiArea/seed_24,1.000,12,12
Exp02_PiArea,Exp02_PiArea/seed_25,1.000,12,12
Exp02_PiArea,Exp02_PiArea/seed_26,1.000,12,12
Exp02_PiArea,Exp02_PiArea/seed_27,1.000,12,12
Exp02_PiArea,Exp02_PiArea/seed_28,1.000,12,12
Exp02_PiArea,Exp02_PiArea/seed_29,1.000,12,12
Exp02_PiArea,Exp02_PiArea/seed_30,1.000,12,12
Exp03_Circumference,Exp03_Circumference/improved/seed_01,1.000,12,12
Exp03_Circumference,Exp03_Circumference/improved/seed_02,1.000,12,12
Exp03_Circumference,Exp03_Circumference/improved/seed_03,1.000,12,12
Exp03_Circumference,Exp03_Circumference/improved/seed_04,1.000,12,12
Exp03_Circumference,Exp03_Circumference/improved/seed_05,1.000,12,12
Exp03_Circumference,Exp03_Circumference/improved/seed_06,1.000,12,12
Exp03_Circumference,Exp03_Circumference/improved/seed_07,1.000,12,12
Exp03_Circumference,Exp03_Circumference/improved/seed_08,1.000,12,12
Exp03_Circumference,Exp03_Circumference/improved/seed_09,1.000,12,12
Exp03_Circumference,Exp03_Circumference/improved/seed_10,1.000,12,12
Exp03_Circumference,Exp03_Circumference/improved/seed_11,1.000,12,12
Exp03_Circumference,Exp03_Circumference/improved/seed_12,1.000,12,12
Exp03_Circumference,Exp03_Circumference/improved/seed_13,1.000,12,12
Exp03_Circumference,Exp03_Circumference/improved/seed_14,1.000,12,12
Exp03_Circumference,Exp03_Circumference/improved/seed_15,1.000,12,12
Exp03_Circumference,Exp03_Circumference/improved/seed_16,1.000,12,12
Exp03_Circumference,Exp03_Circumference/improved/seed_17,1.000,12,12
Exp03_Circumference,Exp03_Circumference/improved/seed_18,1.000,12,12
Exp03_Circumference,Exp03_Circumference/improved/seed_19,1.000,12,12
Exp03_Circumference,Exp03_Circumference/improved/seed_20,1.000,12,12
Exp03_Circumference,Exp03_Circumference/improved/seed_21,1.000,12,12
Exp03_Circumference,Exp03_Circumference/improved/seed_22,1.000,12,12
Exp03_Circumference,Exp03_Circumference/improved/seed_23,1.000,12,12
Exp03_Circumference,Exp03_Circumference/improved/seed_24,1.000,12,12
Exp03_Circumference,Exp03_Circumference/improved/seed_25,1.000,12,12
Exp03_Circumference,Exp03_Circumference/improved/seed_26,1.000,12,12
Exp03_Circumference,Exp03_Circumference/improved/seed_27,1.000,12,12
Exp03_Circumference,Exp03_Circumference/improved/seed_28,1.000,12,12
Exp03_Circumference,Exp03_Circumference/improved/seed_29,1.000,12,12
Exp03_Circumference,Exp03_Circumference/improved/seed_30,1.000,12,12
Exp03_Circumference,Exp03_Circumference/raw/seed_01,1.000,12,12
Exp03_Circumference,Exp03_Circumference/raw/seed_02,1.000,12,12
Exp03_Circumference,Exp03_Circumference/raw/seed_03,1.000,12,12
Exp03_Circumference,Exp03_Circumference/raw/seed_04,1.000,12,12
Exp03_Circumference,Exp03_Circumference/raw/seed_05,1.000,12,12
Exp03_Circumference,Exp03_Circumference/raw/seed_06,1.000,12,12
Exp03_Circumference,Exp03_Circumference/raw/seed_07,1.000,12,12
Exp03_Circumference,Exp03_Circumference/raw/seed_08,1.000,12,12
Exp03_Circumference,Exp03_Circumference/raw/seed_09,1.000,12,12
Exp03_Circumference,Exp03_Circumference/raw/seed_10,1.000,12,12
Exp03_Circumference,Exp03_Circumference/raw/seed_11,1.000,12,12
Exp03_Circumference,Exp03_Circumference/raw/seed_12,1.000,12,12
Exp03_Circumference,Exp03_Circumference/raw/seed_13,1.000,12,12
Exp03_Circumference,Exp03_Circumference/raw/seed_14,1.000,12,12
Exp03_Circumference,Exp03_Circumference/raw/seed_15,1.000,12,12
Exp03_Circumference,Exp03_Circumference/raw/seed_16,1.000,12,12
Exp03_Circumference,Exp03_Circumference/raw/seed_17,1.000,12,12
Exp03_Circumference,Exp03_Circumference/raw/seed_18,1.000,12,12
Exp03_Circumference,Exp03_Circumference/raw/seed_19,1.000,12,12
Exp03_Circumference,Exp03_Circumference/raw/seed_20,1.000,12,12
Exp03_Circumference,Exp03_Circumference/raw/seed_21,1.000,12,12
Exp03_Circumference,Exp03_Circumference/raw/seed_22,1.000,12,12
Exp03_Circumference,Exp03_Circumference/raw/seed_23,1.000,12,12
Exp03_Circumference,Exp03_Circumference/raw/seed_24,1.000,12,12
Exp03_Circumference,Exp03_Circumference/raw/seed_25,1.000,12,12
Exp03_Circumference,Exp03_Circumference/raw/seed_26,1.000,12,12
Exp03_Circumference,Exp03_Circumference/raw/seed_27,1.000,12,12
Exp03_Circumference,Exp03_Circumference/raw/seed_28,1.000,12,12
Exp03_Circumference,Exp03_Circumference/raw/seed_29,1.000,12,12
Exp03_Circumference,Exp03_Circumference/raw/seed_30,1.000,12,12
Exp04_StochasticPi,Exp04_StochasticPi/N_10000/seed_01,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_10000/seed_02,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_10000/seed_03,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_10000/seed_04,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_10000/seed_05,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_10000/seed_06,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_10000/seed_07,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_10000/seed_08,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_10000/seed_09,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_10000/seed_10,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_10000/seed_11,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_10000/seed_12,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_10000/seed_13,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_10000/seed_14,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_10000/seed_15,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_1000/seed_01,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_1000/seed_02,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_1000/seed_03,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_1000/seed_04,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_1000/seed_05,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_1000/seed_06,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_1000/seed_07,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_1000/seed_08,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_1000/seed_09,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_1000/seed_10,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_1000/seed_11,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_1000/seed_12,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_1000/seed_13,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_1000/seed_14,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_1000/seed_15,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_100/seed_01,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_100/seed_02,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_100/seed_03,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_100/seed_04,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_100/seed_05,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_100/seed_06,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_100/seed_07,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_100/seed_08,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_100/seed_09,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_100/seed_10,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_100/seed_11,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_100/seed_12,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_100/seed_13,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_100/seed_14,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_100/seed_15,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_30000/seed_01,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_30000/seed_02,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_30000/seed_03,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_30000/seed_04,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_30000/seed_05,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_30000/seed_06,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_30000/seed_07,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_30000/seed_08,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_30000/seed_09,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_30000/seed_10,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_30000/seed_11,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_30000/seed_12,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_30000/seed_13,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_30000/seed_14,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_30000/seed_15,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_3000/seed_01,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_3000/seed_02,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_3000/seed_03,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_3000/seed_04,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_3000/seed_05,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_3000/seed_06,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_3000/seed_07,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_3000/seed_08,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_3000/seed_09,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_3000/seed_10,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_3000/seed_11,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_3000/seed_12,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_3000/seed_13,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_3000/seed_14,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_3000/seed_15,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_300/seed_01,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_300/seed_02,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_300/seed_03,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_300/seed_04,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_300/seed_05,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_300/seed_06,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_300/seed_07,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_300/seed_08,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_300/seed_09,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_300/seed_10,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_300/seed_11,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_300/seed_12,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_300/seed_13,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_300/seed_14,0.917,11,12
Exp04_StochasticPi,Exp04_StochasticPi/N_300/seed_15,0.917,11,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S1_noise0/seed_01,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S1_noise0/seed_02,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S1_noise0/seed_03,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S1_noise0/seed_04,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S1_noise0/seed_05,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S1_noise0/seed_06,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S1_noise0/seed_07,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S1_noise0/seed_08,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S1_noise0/seed_09,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S1_noise0/seed_10,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S1_noise0/seed_11,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S1_noise0/seed_12,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S1_noise0/seed_13,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S1_noise0/seed_14,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S1_noise0/seed_15,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S1_noise0p05/seed_01,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S1_noise0p05/seed_02,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S1_noise0p05/seed_03,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S1_noise0p05/seed_04,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S1_noise0p05/seed_05,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S1_noise0p05/seed_06,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S1_noise0p05/seed_07,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S1_noise0p05/seed_08,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S1_noise0p05/seed_09,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S1_noise0p05/seed_10,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S1_noise0p05/seed_11,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S1_noise0p05/seed_12,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S1_noise0p05/seed_13,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S1_noise0p05/seed_14,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S1_noise0p05/seed_15,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S2_noise0/seed_01,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S2_noise0/seed_02,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S2_noise0/seed_03,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S2_noise0/seed_04,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S2_noise0/seed_05,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S2_noise0/seed_06,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S2_noise0/seed_07,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S2_noise0/seed_08,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S2_noise0/seed_09,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S2_noise0/seed_10,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S2_noise0/seed_11,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S2_noise0/seed_12,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S2_noise0/seed_13,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S2_noise0/seed_14,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S2_noise0/seed_15,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S2_noise0p05/seed_01,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S2_noise0p05/seed_02,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S2_noise0p05/seed_03,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S2_noise0p05/seed_04,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S2_noise0p05/seed_05,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S2_noise0p05/seed_06,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S2_noise0p05/seed_07,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S2_noise0p05/seed_08,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S2_noise0p05/seed_09,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S2_noise0p05/seed_10,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S2_noise0p05/seed_11,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S2_noise0p05/seed_12,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S2_noise0p05/seed_13,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S2_noise0p05/seed_14,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S2_noise0p05/seed_15,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S3_noise0/seed_01,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S3_noise0/seed_02,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S3_noise0/seed_03,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S3_noise0/seed_04,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S3_noise0/seed_05,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S3_noise0/seed_06,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S3_noise0/seed_07,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S3_noise0/seed_08,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S3_noise0/seed_09,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S3_noise0/seed_10,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S3_noise0/seed_11,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S3_noise0/seed_12,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S3_noise0/seed_13,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S3_noise0/seed_14,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S3_noise0/seed_15,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S3_noise0p05/seed_01,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S3_noise0p05/seed_02,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S3_noise0p05/seed_03,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S3_noise0p05/seed_04,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S3_noise0p05/seed_05,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S3_noise0p05/seed_06,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S3_noise0p05/seed_07,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S3_noise0p05/seed_08,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S3_noise0p05/seed_09,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S3_noise0p05/seed_10,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S3_noise0p05/seed_11,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S3_noise0p05/seed_12,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S3_noise0p05/seed_13,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S3_noise0p05/seed_14,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S3_noise0p05/seed_15,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S4_noise0/seed_01,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S4_noise0/seed_02,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S4_noise0/seed_03,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S4_noise0/seed_04,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S4_noise0/seed_05,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S4_noise0/seed_06,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S4_noise0/seed_07,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S4_noise0/seed_08,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S4_noise0/seed_09,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S4_noise0/seed_10,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S4_noise0/seed_11,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S4_noise0/seed_12,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S4_noise0/seed_13,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S4_noise0/seed_14,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S4_noise0/seed_15,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S4_noise0p05/seed_01,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S4_noise0p05/seed_02,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S4_noise0p05/seed_03,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S4_noise0p05/seed_04,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S4_noise0p05/seed_05,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S4_noise0p05/seed_06,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S4_noise0p05/seed_07,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S4_noise0p05/seed_08,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S4_noise0p05/seed_09,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S4_noise0p05/seed_10,0.833,10,12
Exp05_SyntheticRecovery,Exp05_SyntheticRecovery/S4_noise0p05/seed_11,0.833,10,12
